ID_Auditoria,Fecha,Linea,Estacion,Direccion_Anomalia,Impacto_Pasajeros,Afluencia,Estatus_Investigacion,Hallazgo_Principal,Descripcion_Incidente,Link_Fuente_1,Link_Fuente_2,Observaciones
ANOM-26,2022-04-10 0:00:00,linea 3,coyoacán,Alza (Pico atípico),4572,10641,Terminado,Evento Cívico / Jornada Electoral ,"Jornada electoral ""Revocación del mandato""",https://www.ine.mx/wp-content/uploads/2022/04/Informe-Delian_-RevocatoriaMandato.pdf,,Elecciones realizadas para la revocación del mandato del presidente del periodo Andres Manuel Lopez Obrador
ANOM-39,2022-05-01 0:00:00,linea 8,atlalilco,Alza (Pico atípico),4466,9350,Terminado,Feriado No Oficial / Cultural,"Día del trabajo y domingo coincidieron, además de manifestaciones en diferentes puntos de la ciudad",https://www.eluniversal.com.mx/tendencias/hay-puente-este-1-de-mayo-2022-aqui-te-decimos-los-dias-de-descanso/,https://www.eluniversal.com.mx/metropoli/estas-son-las-marchas-y-concentraciones-previstas-para-este-1-de-mayo-en-la-cdmx-organizaciones-conmemoran-dia-del-trabajo/,"Varios eventos sucedieron este día, como el hecho de ser domingo, dia del trabajo, programa muevete en bici y diferentes tipos de manifestaciones en la ciudad"
ANOM-36,2022-05-01 0:00:00,linea 3,tlatelolco,Alza (Pico atípico),4435,7473,Terminado,Feriado No Oficial / Cultural,"Día del trabajo y domingo coincidieron, además de manifestaciones en diferentes puntos de la ciudad",https://www.eluniversal.com.mx/tendencias/hay-puente-este-1-de-mayo-2022-aqui-te-decimos-los-dias-de-descanso/,https://www.eluniversal.com.mx/metropoli/estas-son-las-marchas-y-concentraciones-previstas-para-este-1-de-mayo-en-la-cdmx-organizaciones-conmemoran-dia-del-trabajo/,"Varios eventos sucedieron este día, como el hecho de ser domingo, dia del trabajo, programa muevete en bici y diferentes tipos de manifestaciones en la ciudad"
ANOM-5,2022-01-02 0:00:00,linea a,tepalcates,Alza (Pico atípico),4418,7941,Terminado,Feriado No Oficial / Cultural,Afluencia a la alza dado eventos de temporada de inicio de año e inicio de recuperación de periodo postpandemia,,,se registró a la alza por que el transporte público comenzaba a operar y a recuperarse tras los niveles bajos de la pandemia aunque las autoridades aún no decretaban oficialmente el final de la emergencia sanitaria
ANOM-23,2022-04-05 0:00:00,linea 2,revolución,Alza (Pico atípico),4346,24105,Terminado,"Evento Masivo (Concierto, partido, manifestación)","Evento ""Gran remate de libros""",https://www.cultura.cdmx.gob.mx/comunicacion/nota/208-22,,El evento justifica la alza de afluencia en la estación
ANOM-93,2023-02-14 0:00:00,linea b,múzquiz,Alza (Pico atípico),4284,31834,Terminado,Falla Oculta (No hay reporte oficial del incidente),se reportó retraso de trenes en la linea b ese día,https://www.infobae.com/mexico/2024/02/14/metro-y-metrobus-cdmx-hoy-noticias-retrasos-avances-y-fallas-en-las-lineas-este-14-de-febrero/,,
ANOM-48,2022-07-10 0:00:00,linea 6,lindavista,Alza (Pico atípico),4268,6958,Terminado,Falsa Alarma (Se investigó y fue ruido normal),"No hay reportes destacados, mas que eventos locales",,,
ANOM-42,2022-06-01 0:00:00,linea 2,ermita,Alza (Pico atípico),4150,20553,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Manifestación de transportistas,https://www.infobae.com/america/mexico/2022/06/01/paro-de-transportistas-en-la-cdmx-podria-iniciar-a-las-7-de-la-manana-prepara-rutas-alternas/,https://www.debate.com.mx/cdmx/Manifestaciones-y-protestas-en-CDMX-para-este-miercoles-1-de-junio-20220601-0063.html,Manifestantes transportistas cerraron vialidades en diferentes puntos de la ciudad
ANOM-47,2022-07-10 0:00:00,linea 1,candelaria,Alza (Pico atípico),4134,12292,Terminado,"Incidente Externo (Persona en vías, riña, salud)","Ante el cierre de la Línea 1 del Metro, reportaron la muerte de un usuario que se arrojó a las vías del tren",https://www.infobae.com/america/mexico/2022/07/10/ante-el-cierre-de-la-linea-1-del-metro-reportaron-la-muerte-de-un-usuario-que-se-arrojo-a-las-vias-del-tren/,,
ANOM-355,2026-01-11 0:00:00,linea 7,mixcoac,Alza (Pico atípico),3911,8833,Terminado,"Cierre Programado (Mantenimiento, remodelación)",servicio inició con retrasos generalizados por ser domingo y debido a los protocolos de revisión tras un sismo ocurrido a principios de mes.,"https://www.reporteindigo.com/ultimas-noticias-metro-cdmx-hoy-11-de-enero-de-2026-retrasos-afluencia-y-lineas-sin-servicio-lb202601110001.html

",,
ANOM-208,2024-05-26 0:00:00,linea 8,iztapalapa,Alza (Pico atípico),3865,10850,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes ,,,
ANOM-331,2025-11-14 0:00:00,linea 1,gómez farias,Alza (Pico atípico),3790,30371,Terminado,Efecto Sustitución (Falla en Metrobús u otra línea o estación),"se reportaron retrasos pero en otras lineas: A, 2, 3 y 7",https://www.reporteindigo.com/que-pasa-en-el-metro-cdmx-hoy-14-de-noviembre-2025-lb202511140002.html,,
ANOM-178,2024-03-23 0:00:00,linea 6,lindavista,Alza (Pico atípico),3728,15116,Terminado,Falla Oculta (No hay reporte oficial del incidente),Retrasos por detenciones prolongadas,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-sabado-23-marzo-2024-en-semana-santa,,Retrasos en el servicio sin registro de la causa oficial
ANOM-152,2023-12-16 0:00:00,linea 9,ciudad deportiva,Alza (Pico atípico),3708,10603,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Concierto en el Foro Sol,https://www.marca.com/mx/trending/musica/2023/12/16/657ded31e2704ee7578b457a.html,,Estacion cerca del concierto de RBD en el Foro Sol 
ANOM-256,2024-12-22 0:00:00,linea b,villa de aragón,Alza (Pico atípico),3684,6460,Terminado,Contingencia Ambiental,La Dirección de Monitoreo Atmosférico de la Ciudad de México publicó su reporte de este 22 de diciembre a las 15:00 horas sobre la calidad del aire en la capital del país y zona conurbada del Estado de México.,,,"fue un dia con contingencia ambiental, no se encontró información pero coincide con el día y justamente hay aumento en las dos estaciones posiblemente por el no circula"
ANOM-221,2024-08-26 0:00:00,linea 2,colegio militar,Alza (Pico atípico),3637,18910,Terminado,"Incidente Externo (Persona en vías, riña, salud)",se normaliza circulación en línea 2 tras persecución en estación San Cosme,https://www.infobae.com/mexico/2025/08/26/metro-cdmx-y-metrobus-hoy-26-de-agosto/,,"Se registró intensa presencia de la SSC en estaciones de la Línea 2 (Normal, San Cosme) por la persecución de personas implicadas en delitos externos, lo que causó retrasos en las demás estaciones"
ANOM-54,2022-08-23 0:00:00,linea b,san lázaro,Alza (Pico atípico),3584,24374,Terminado,Clima Extremo (Inundaciones severas),Combinación de lluvias y ruta alterna al cierre de la linea 1 del metro,https://www.debate.com.mx/cdmx/Hoy-23-de-agosto-maxima-de-24C-y-fuertes-lluvias-al-sur-y-poniente-de-CDMX-20220823-0040.html,,Hubo lluvias en la alcaldía lo que provocó la marcha lenta y la aglomeración de personas en el metro
ANOM-326,2025-11-03 0:00:00,linea 2,portales,Alza (Pico atípico),3523,23094,Terminado,Feriado No Oficial / Cultural,no se reportaron incidencias pero la fecha esta cerca de dia de muertos,,,
ANOM-110,2023-04-16 0:00:00,linea 2,general anaya,Alza (Pico atípico),3480,12370,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-53,2022-08-11 0:00:00,linea b,lagunilla,Alza (Pico atípico),3436,22165,Terminado,Clima Extremo (Inundaciones severas),Lluvias extremas,https://es-us.noticias.yahoo.com/colonia-centro-afectada-lluvias-cuauht%C3%A9moc-122947223.html,,La colonia del metro fue de las mas afectadas por lluvias
ANOM-171,2024-01-28 0:00:00,linea 3,zapata,Alza (Pico atípico),3428,9311,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-19,2022-04-02 0:00:00,linea 2,colegio militar,Alza (Pico atípico),3288,9150,Terminado,Contingencia Ambiental,"Implementación del programa ""no circula""",https://heraldodemexico.com.mx/nacional/2022/4/1/hoy-no-circula-sabatino-de-abril-2022-que-carros-descansan-en-cdmx-edomex-calendario-392127.html,,La implementación de no circula de vehiculos por parte del gobierno de la cdmx provocó que la gente se transportara en metro
ANOM-255,2024-12-22 0:00:00,linea 3,viveros/derechos humanos,Alza (Pico atípico),3221,10873,Terminado,Contingencia Ambiental,La Dirección de Monitoreo Atmosférico de la Ciudad de México publicó su reporte de este 22 de diciembre a las 15:00 horas sobre la calidad del aire en la capital del país y zona conurbada del Estado de México.,https://www.infobae.com/mexico/2024/12/22/contingencia-ambiental-en-cdmx-la-calidad-del-aire-del-22-de-diciembre/,,
ANOM-76,2022-12-25 0:00:00,linea 5,instituto del petróleo,Alza (Pico atípico),3183,1052,Terminado,Falsa Alarma (Se investigó y fue ruido normal),No hay reportes ni información para explicar con certeza la anomalía,,,"No hay información ni reportes oficiales para explicar la anomalía, aunque podría ser atribuido que fue derivado al movimiento de navidad y que fue la primera navidad con el cierre parcial de la linea 1"
ANOM-209,2024-05-31 0:00:00,linea 12,calle 11,Alza (Pico atípico),3142,14413,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes ,,,
ANOM-50,2022-07-31 0:00:00,linea b,villa de aragón,Alza (Pico atípico),3089,5116,Terminado,Clima Extremo (Inundaciones severas),Combinación de lluvias y ruta alterna al cierre de la linea 1 del metro,https://www.informador.mx/mexico/Clima-en-Ciudad-de-Mexico-hoy-el-pronostico-para-el-domingo-31-de-julio-de-2022-20220731-0004.html,,Hubo lluvias en la alcaldía lo que provocó la marcha lenta y la aglomeración de personas en el metro
ANOM-199,2024-05-01 0:00:00,linea a,acatitla,Alza (Pico atípico),3058,17491,Terminado,"Incidente Externo (Persona en vías, riña, salud)",se día se caracterizó por marchas y concentraciones por el Día del Trabajo,,,
ANOM-82,2023-01-01 0:00:00,linea 8,cerro de la estrella,Alza (Pico atípico),2896,3270,Terminado,Contingencia Ambiental,Implementación de fase preventiva en la ciudad de méxico,https://www.adn40.mx/ciudad/cdmx-calidad-del-aire-extremadamente-mala-ano-nuevo-app/,https://www.excelsior.com.mx/comunidad/contingencia-ambiental-cdmx-y-edomex-hoy-1-enero-2023/1561659,Es probable que la mala calidad del aire y el ser 1 de enero provocara la baja afluencia
ANOM-167,2024-01-19 0:00:00,linea 8,doctores,Alza (Pico atípico),2894,15303,Terminado,Falla Oculta (No hay reporte oficial del incidente),Usuarios registraron retraso en el servicio de la Linea 8,https://www.infobae.com/mexico/2024/01/19/metro-y-metrobus-cdmx-hoy-noticias-retrasos-avances-y-fallas-en-las-lineas-este-19-de-enero/,,
ANOM-344,2025-12-21 0:00:00,linea 8,escuadrón 201,Alza (Pico atípico),2844,10855,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)",la línea en su totalidad experimentó retrasos considerables debido al retiro de un tren para revisión técnica.,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-avance-trenes-fallas-hoy-21-diciembre-2025/,,
ANOM-333,2025-11-17 0:00:00,linea 2,portales,Alza (Pico atípico),2804,15720,Terminado,Efecto Sustitución (Falla en Metrobús u otra línea o estación),"No se reportatron incidentes, solamente retrasos en los vagones",,,
ANOM-21,2022-04-03 0:00:00,linea 2,xola,Alza (Pico atípico),2796,7288,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Efecto secundario del concierto de coldplay,https://www.jornada.com.mx/notas/2022/04/04/cultura/coldplay-eleva-a-65-mil-corazones-en-el-foro-sol/,,"Es una estación en la zona relacionada al foro sol, por lo que la anomalía es una consecuencia del evento"
ANOM-123,2023-07-17 0:00:00,linea 12,culhuacán,Alza (Pico atípico),2789,7234,Terminado,Efecto Sustitución (Falla en Metrobús u otra línea o estación),Reanudación del servicio del tramo Atlalilco a Periferico Oriente,https://aristeguinoticias.com/1507/mexico/linea-12-reabren-5-estaciones-a-dos-anos-del-colapso/,,Se reabrieron 5 estaciones despues del cierre derivado del colapso de un tramo de la linea 
ANOM-251,2024-12-11 0:00:00,linea 5,misterios,Alza (Pico atípico),2768,11055,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-164,2024-01-10 0:00:00,linea 3,eugenia,Alza (Pico atípico),2766,15050,Terminado,Falla Oculta (No hay reporte oficial del incidente),Usuarios registraron retrasos en los trenes y largas demoras,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-miercoles-10-enero-2024,,
ANOM-165,2024-01-11 0:00:00,linea 3,centro médico,Alza (Pico atípico),2676,18139,Terminado,Falla Oculta (No hay reporte oficial del incidente),Usuarios registraron retrasos en los trenes y largas demoras,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-miercoles-10-enero-2024,,
ANOM-150,2023-12-08 0:00:00,linea 1,boulevard puerto aéreo,Alza (Pico atípico),2664,14767,Terminado,Falla Oculta (No hay reporte oficial del incidente),Usuarios registraron retrasos significativos ,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-viernes-8-diciembre-2023,,
ANOM-27,2022-04-10 0:00:00,linea 3,hospital general,Alza (Pico atípico),2638,5775,Terminado,Evento Cívico / Jornada Electoral ,"Jornada electoral ""Revocación del mandato""",https://www.ine.mx/wp-content/uploads/2022/04/Informe-Delian_-RevocatoriaMandato.pdf,,Elecciones realizadas para la revocación del mandato del presidente del periodo Andres Manuel Lopez Obrador
ANOM-193,2024-04-09 0:00:00,linea b,deportivo oceanía,Alza (Pico atípico),2499,16062,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,https://www.nmas.com.mx/ciudad-de-mexico/que-paso-metro-cdmx-hoy-9-de-abril-2024-ultimas-noticias-retrasos-incidentes-lineas/,,
ANOM-87,2023-01-16 0:00:00,linea b,morelos,Alza (Pico atípico),2415,7169,Terminado,Efecto Sustitución (Falla en Metrobús u otra línea o estación),Retrasos en otras líneas provocaron el aumento de afluencia,https://www.excelsior.com.mx/comunidad/metro-cdmx-hoy-16-enero-2023-que-esta-pasando/1564575,,Retrasos en otras líneas pudieron provocar el incremento de afluencia en la estación
ANOM-3,2022-01-02 0:00:00,linea 7,san antonio,Alza (Pico atípico),2408,2852,Terminado,Feriado No Oficial / Cultural,Afluencia a la alza dado eventos de temporada de inicio de año e inicio de recuperación de periodo postpandemia,,,se registró a la alza por que el transporte público comenzaba a operar y a recuperarse tras los niveles bajos de la pandemia aunque las autoridades aún no decretaban oficialmente el final de la emergencia sanitaria
ANOM-329,2025-11-07 0:00:00,linea 12,lomas estrella,Alza (Pico atípico),2369,12453,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-327,2025-11-04 0:00:00,linea 9,centro médico,Alza (Pico atípico),2360,18099,Terminado,Falla Oculta (No hay reporte oficial del incidente),se reportó alta afluencia pero sin incidentes,https://www.infobae.com/mexico/2025/11/04/metro-cdmx-y-metrobus-hoy-4-de-noviembre/,,
ANOM-328,2025-11-06 0:00:00,linea 8,obrera,Alza (Pico atípico),2357,15232,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)",se reportaron avances detenidos ,https://www.reporteindigo.com/que-pasa-en-el-metro-cdmx-hoy-6-de-noviembre-2025-lb202511060003.html,,
ANOM-217,2024-08-04 0:00:00,linea b,deportivo oceanía,Alza (Pico atípico),2313,7035,Terminado,Falsa Alarma (Se investigó y fue ruido normal),Se reportó alta afluencia pero esperada ,,,
ANOM-37,2022-05-01 0:00:00,linea 4,canal del norte,Alza (Pico atípico),2207,4560,Terminado,Feriado No Oficial / Cultural,"Día del trabajo y domingo coincidieron, además de manifestaciones en diferentes puntos de la ciudad",https://www.eluniversal.com.mx/tendencias/hay-puente-este-1-de-mayo-2022-aqui-te-decimos-los-dias-de-descanso/,https://www.eluniversal.com.mx/metropoli/estas-son-las-marchas-y-concentraciones-previstas-para-este-1-de-mayo-en-la-cdmx-organizaciones-conmemoran-dia-del-trabajo/,"Varios eventos sucedieron este día, como el hecho de ser domingo, dia del trabajo, programa muevete en bici y diferentes tipos de manifestaciones en la ciudad"
ANOM-78,2022-12-25 0:00:00,linea b,guerrero,Alza (Pico atípico),2147,2260,Terminado,Falsa Alarma (Se investigó y fue ruido normal),No hay reportes ni información para explicar con certeza la anomalía,,,"No hay información ni reportes oficiales para explicar la anomalía, aunque podría ser atribuido que fue derivado al movimiento de navidad y que fue la primera navidad con el cierre parcial de la linea 1"
ANOM-34,2022-04-24 0:00:00,linea 7,aquiles serdán,Alza (Pico atípico),2102,4187,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Posible alza por manifestación,https://www.infobae.com/america/mexico/2022/04/24/mexico-feminicida-las-manifestaciones-que-desato-el-feminicidio-de-debanhi-escobar-y-de-las-10-mujeres-que-mueren-diariamente-en-el-pais/,https://politica.expansion.mx/cdmx/2022/04/24/ni-una-menos-mujeres-protestan-en-la-cdmx-por-debanhi-y-la-violencia,Manifestación de mujeres
ANOM-72,2022-12-14 0:00:00,linea a,acatitla,Alza (Pico atípico),2094,23432,Terminado,Falla Oculta (No hay reporte oficial del incidente),No hay reporte oficial que explique los retrasos pero hay registros de personas en redes sociales que se quejaron de retrasos en diferentes líneas dle metro entre ellas la línea a,https://www.tvazteca.com/aztecanoticias/metro-cdmx-que-pasa-hoy-miercoles-14-diciembre-2022-emsb,,La causa de los retrasos se desconoce pero podemos saber que hubieron retrasos en el servicio dado que usuarios lo reportaron en redes sociales
ANOM-346,2025-12-21 0:00:00,linea b,plaza aragón,Alza (Pico atípico),2087,13141,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)",experimentó retrasos considerables y marcha lenta debido al retiro de un tren para revisión técnica en la línea.,https://www.reporteindigo.com/metro-cdmx-hoy-21-de-diciembre-de-2025-retrasos-estaciones-cerradas-afectaciones-y-afluencia-lb202512210005.html,,
ANOM-112,2023-04-21 0:00:00,linea a,acatitla,Alza (Pico atípico),2076,17411,Terminado,"Falla Técnica / Eléctrica (Cortocircuito, energía)",La linea A presento avances lento y tiempos prolongados ,https://lasillarota.com/metropoli/2023/4/21/como-va-el-metro-de-la-cdmx-hoy-viernes-21-de-abril-de-2023-mapa-425099.html,,La linea A presento avances lento y tiempos prolongados en diversas estaciones
ANOM-89,2023-01-18 0:00:00,linea 12,zapata,Alza (Pico atípico),2072,6641,Terminado,Falla Oculta (No hay reporte oficial del incidente),"Retrasos en la línea tras reapertura, no hay reportes oficiales pero los usuarios reportaron los retrasos, probablemente por la recuperación de afluencia tras reapertura",https://www.cronica.com.mx/metropoli/reapertura-l12-metro-usuarios-reportan-avance-lento-son-compresivos.html,,"La linea completa estuvo cerrada tras quedar inhabilitada por el accidente de la caida, para esta fecha llevaba una semana de reabrirse parcialmente, por lo que la afluencia fue en aumento y se fue recuperando, pero esto tambien como consecuencia de los retrasos que tuvo la linea en general por su reapertura"
ANOM-18,2022-03-27 0:00:00,linea 7,aquiles serdán,Alza (Pico atípico),2039,3953,Terminado,Falsa Alarma (Se investigó y fue ruido normal),Sin datos suficientes,,,No se encontrarón causas para la baja de afluencia además de ser día domingo
ANOM-67,2022-10-30 0:00:00,linea 8,apatlaco,Alza (Pico atípico),1904,10378,Terminado,"Evento Masivo (Concierto, partido, manifestación)",La estación funcionó como conexión a otras estaciones debido a cierres en otras estaciones dado el desfile de día de muertos,https://www.elfinanciero.com.mx/cdmx/2022/10/29/desfile-de-dia-de-muertos-2022-cuales-son-las-lineas-del-metrobus-que-modificaran-horarios/,https://www.elfinanciero.com.mx/cdmx/2022/10/29/desfile-de-dia-de-muertos-2022-cuales-son-las-lineas-del-metrobus-que-modificaran-horarios/,Dado el desfile de día de muertos la estación funcionó como conexión para llegar al centro de la ciudad
ANOM-7,2022-01-03 0:00:00,linea 7,camarones,Alza (Pico atípico),1814,11419,Terminado,Falsa Alarma (Se investigó y fue ruido normal),Afluencia a la alza dado eventos de temporada de día de reyes e inicio de recuperación de periodo postpandemia,,,se registró a la alza por que el transporte público comenzaba a operar y a recuperarse tras los niveles bajos de la pandemia aunque las autoridades aún no decretaban oficialmente el final de la emergencia sanitaria y las fechas de reyes magos estaba proxima
ANOM-153,2023-12-17 0:00:00,linea 5,la raza,Alza (Pico atípico),1719,6832,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Eventos Navideños ,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-este-domingo-17-diciembre-2023,https://www.razon.com.mx/cultura/2023/12/15/cuales-son-los-mejores-eventos-en-la-cdmx-15-al-17-de-diciembre/,
ANOM-88,2023-01-18 0:00:00,linea 12,ermita,Alza (Pico atípico),1582,4403,Terminado,Falla Oculta (No hay reporte oficial del incidente),"Retrasos en la línea tras reapertura, no hay reportes oficiales pero los usuarios reportaron los retrasos, probablemente por la recuperación de afluencia tras reapertura",https://www.cronica.com.mx/metropoli/reapertura-l12-metro-usuarios-reportan-avance-lento-son-compresivos.html,,"La linea completa estuvo cerrada tras quedar inhabilitada por el accidente de la caida, para esta fecha llevaba una semana de reabrirse parcialmente, por lo que la afluencia fue en aumento y se fue recuperando, pero esto tambien como consecuencia de los retrasos que tuvo la linea en general por su reapertura"
ANOM-345,2025-12-21 0:00:00,linea b,oceanía,Alza (Pico atípico),1527,4763,Terminado,"Falla Mecánica (Tren averiado, puertas, desalojo)","no presentó incidentes graves, pero sí experimentó retrasos significativos debido a fallas técnicas en ambas líneas que la conectan","https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-avance-trenes-fallas-hoy-21-diciembre-2025/

",,
ANOM-252,2024-12-11 0:00:00,linea 6,deportivo 18 de marzo,Alza (Pico atípico),1467,3088,Terminado,Feriado No Oficial / Cultural,La Línea 6 del Metro sigue con modificaciones en su servicio por presencia de peregrinaciones con motivo del Día de la Virgen de Guada,,,
ANOM-138,2023-10-11 0:00:00,linea b,garibaldi/lagunilla,Alza (Pico atípico),1288,7326,Terminado,"Incidente Externo (Persona en vías, riña, salud)",Se registro retrasos por maniobras de trenes para rescatar a una persona ,https://www.infobae.com/mexico/2023/10/11/metro-y-metrobus-cdmx-hoy-noticias-retrasos-avances-y-fallas-en-las-lineas-este-11-de-octubre/,,Se realizaron maniobras para rescatar a una persona que se arrojo al paso del tren 
ANOM-343,2025-12-21 0:00:00,linea 6,uam-azcapotzalco,Alza (Pico atípico),1163,4369,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-22,2022-04-03 0:00:00,linea 8,la viga,Alza (Pico atípico),1110,4895,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Efecto secundario del concierto de coldplay,https://www.jornada.com.mx/notas/2022/04/04/cultura/coldplay-eleva-a-65-mil-corazones-en-el-foro-sol/,,"Es una estación en la zona relacionada al foro sol, por lo que la anomalía es una consecuencia del evento"
ANOM-338,2025-11-27 0:00:00,linea 12,tlaltenco,Alza (Pico atípico),1092,6283,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-127,2023-08-10 0:00:00,linea b,morelos,Alza (Pico atípico),1048,6248,Terminado,Clima Extremo (Inundaciones severas),Retrasos en el servicio por lento avance de los trenes debido a la lluvia ,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-jueves-10-agosto-2023,https://www.elfinanciero.com.mx/cdmx/2023/08/10/fallas-metro-cdmx-hoy-10-agosto-2023/,"Retrasos en el servicio por lento avance de los trenes debido a la lluvia y esta linea tiende a tener mas complicaciones ya que es abierta, no es techada."
ANOM-298,2025-06-07 0:00:00,linea 4,morelos,Alza (Pico atípico),975,7423,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-122,2023-07-01 0:00:00,linea 8,chabacano,Alza (Pico atípico),971,5392,Terminado,Clima Extremo (Inundaciones severas),"Las estaciones La Viga, Santa Anita, Coyuya e Iztacalco suspendieron induciones por inundaciones ",https://www.infobae.com/mexico/2025/07/01/por-que-la-linea-8-del-metro-cdmx-se-inundo-y-cuantas-horas-estuvo-fuera-de-servicio-este-lunes-30-de-junio/,,Dado inundaciones de estaciones aledañas la operacion de esta linea iba de Garibaldi a Chabacano 
ANOM-111,2023-04-16 0:00:00,linea 6,uam-azcapotzalco,Alza (Pico atípico),924,4415,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Parque Tezozomoc se realizo un Papalotitlán (mariposario),https://www.dondeir.com/listas/donde-ir-en-primavera-20-actividades-gratis-en-cdmx/,,En  el parque Tezozomoc se estreno un Papalotitlán (mariposario)
ANOM-71,2022-12-11 0:00:00,linea 4,bondojito,Alza (Pico atípico),895,4706,Terminado,Falla Oculta (No hay reporte oficial del incidente),No hay reporte o información pero se puede aludir a la festividad religiosa del día siguiente 12 de diciembre del 2022,https://www.elfinanciero.com.mx/cdmx/2022/12/08/12-de-diciembre-dia-de-la-virgen-de-guadalupe-horarios-metro-metrobus-cdmx-estaciones-cerradas/,,El incremento de la afluencia pudo ser dado por la preparación de la festividad religiosa del día siguiente
ANOM-28,2022-04-10 0:00:00,linea 4,santa anita,Alza (Pico atípico),856,1989,Terminado,Evento Cívico / Jornada Electoral ,"Jornada electoral ""Revocación del mandato""",https://www.ine.mx/wp-content/uploads/2022/04/Informe-Delian_-RevocatoriaMandato.pdf,,Elecciones realizadas para la revocación del mandato del presidente del periodo Andres Manuel Lopez Obrador
ANOM-334,2025-11-17 0:00:00,linea 4,jamaica,Alza (Pico atípico),847,5254,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidencias,,,
ANOM-90,2023-01-20 0:00:00,linea b,ricardo flores magón,Alza (Pico atípico),722,6927,Terminado,Falla Oculta (No hay reporte oficial del incidente),Hay reportes del cierre de la estación zocalo pero no se puede tener certeza de que fue lo que aumento la afluencia en esta estación,https://www.infobae.com/mexico/2023/01/20/por-que-estacion-zocalo-permanecera-cerrada-hasta-nuevo-aviso/,,
ANOM-131,2023-09-11 0:00:00,linea 6,deportivo 18 de marzo,Alza (Pico atípico),629,2115,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,https://www.tvazteca.com/aztecanoticias/metro-cdmx-en-vivo-que-pasa-hoy-lunes-11-septiembre-2023,,
ANOM-177,2024-03-22 0:00:00,linea 4,santa anita,Alza (Pico atípico),576,2607,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-151,2023-12-11 0:00:00,linea 6,deportivo 18 de marzo,Alza (Pico atípico),570,2054,Terminado,"Evento Masivo (Concierto, partido, manifestación)",Llegada de peregrinos a la Basilica de Guadalupe,https://www.escapadah.com/destinos/2023/12/11/12-de-diciembre-como-llegar-la-basilica-de-guadalupe-para-las-mananitas-la-virgen-16385.html,,Es una estación aledaña que esta cerca de la Basilica de Guadalupe 
ANOM-218,2024-08-11 0:00:00,linea 4,talismán,Alza (Pico atípico),491,1911,Terminado,Falsa Alarma (Se investigó y fue ruido normal),no se reportaron incidentes ,https://www.adn40.mx/ciudad/metro-cdmx-que-paso-linea-2-este-11-agosto-chabacano/,,en esta estación no paso nada pero en la línea 2 una persona se arrojo a las vías
ANOM-148,2023-11-12 0:00:00,linea 4,santa anita,Baja (Caída atípica),-376,1201,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,
ANOM-202,2024-05-10 0:00:00,linea 6,deportivo 18 de marzo,Baja (Caída atípica),-419,1062,Terminado,"Incidente Externo (Persona en vías, riña, salud)",una adolescente de 13 años dio a luz a una bebé en la estación Deportivo 18 de Marzo de la Línea 6,https://www.ssc.cdmx.gob.mx/comunicacion/nota/TI213-10-05-25,,
ANOM-198,2024-05-01 0:00:00,linea 6,instituto del petróleo,Baja (Caída atípica),-579,1102,Terminado,Falsa Alarma (Se investigó y fue ruido normal),,,,caida por el dia del trabajo
